date,next_date,number,freq_7days,freq_prev_day,is_cau_ngang,is_cau_cheo,label
1-9-2025,2-9-2025,58,2,0,1,1,0.0
1-9-2025,2-9-2025,59,1,0,0,1,1.0
1-9-2025,2-9-2025,60,3,0,0,1,0.0
1-9-2025,2-9-2025,61,4,1,0,1,0.0
1-9-2025,2-9-2025,62,5,0,0,1,1.0
1-9-2025,2-9-2025,63,2,0,0,1,1.0
1-9-2025,2-9-2025,64,1,0,0,1,1.0
1-9-2025,2-9-2025,65,0,0,0,1,0.0
1-9-2025,2-9-2025,66,4,1,0,1,0.0
1-9-2025,2-9-2025,67,2,1,0,1,0.0
1-9-2025,2-9-2025,68,0,0,0,1,1.0
1-9-2025,2-9-2025,69,1,0,0,1,1.0
1-9-2025,2-9-2025,70,0,0,0,1,0.0
1-9-2025,2-9-2025,71,0,0,0,1,1.0
1-9-2025,2-9-2025,72,2,0,0,1,0.0
1-9-2025,2-9-2025,73,1,0,0,1,0.0
1-9-2025,2-9-2025,74,2,0,0,1,0.0
1-9-2025,2-9-2025,75,1,0,1,1,0.0
1-9-2025,2-9-2025,76,2,0,1,1,0.0
1-9-2025,2-9-2025,77,1,0,0,1,0.0
1-9-2025,2-9-2025,78,1,0,0,1,0.0
1-9-2025,2-9-2025,79,0,0,0,1,1.0
1-9-2025,2-9-2025,80,0,0,1,1,1.0
1-9-2025,2-9-2025,81,3,1,0,1,0.0
1-9-2025,2-9-2025,82,2,0,1,1,1.0
1-9-2025,2-9-2025,83,1,1,0,1,0.0
1-9-2025,2-9-2025,84,1,0,0,1,0.0
1-9-2025,2-9-2025,85,1,0,0,1,0.0
1-9-2025,2-9-2025,86,2,0,0,1,1.0
1-9-2025,2-9-2025,87,3,1,1,1,0.0
1-9-2025,2-9-2025,88,1,0,0,1,0.0
1-9-2025,2-9-2025,89,3,0,0,1,0.0
1-9-2025,2-9-2025,90,0,0,0,1,0.0
1-9-2025,2-9-2025,91,1,0,0,1,1.0
1-9-2025,2-9-2025,92,2,1,0,1,0.0
1-9-2025,2-9-2025,93,3,1,0,1,0.0
1-9-2025,2-9-2025,94,2,0,0,1,0.0
1-9-2025,2-9-2025,95,3,1,1,1,0.0
1-9-2025,2-9-2025,96,4,0,0,1,1.0
1-9-2025,2-9-2025,97,1,0,0,1,0.0
1-9-2025,2-9-2025,98,2,0,0,1,0.0
1-9-2025,2-9-2025,99,0,0,1,1,0.0
2-9-2025,3-9-2025,00,2,0,0,1,0.0
2-9-2025,3-9-2025,01,1,1,0,1,0.0
2-9-2025,3-9-2025,02,3,1,1,1,0.0
2-9-2025,3-9-2025,03,3,0,1,1,0.0
2-9-2025,3-9-2025,04,1,0,0,1,0.0
2-9-2025,3-9-2025,05,3,1,0,1,0.0
2-9-2025,3-9-2025,06,2,0,0,1,0.0
2-9-2025,3-9-2025,07,2,1,0,1,0.0
2-9-2025,3-9-2025,08,2,0,0,1,1.0
2-9-2025,3-9-2025,09,3,0,0,1,0.0
2-9-2025,3-9-2025,10,2,0,0,1,0.0
2-9-2025,3-9-2025,11,0,0,1,1,0.0
2-9-2025,3-9-2025,12,2,0,0,1,0.0
2-9-2025,3-9-2025,13,0,0,0,1,0.0
2-9-2025,3-9-2025,14,0,0,1,1,1.0
2-9-2025,3-9-2025,15,1,0,0,1,0.0
2-9-2025,3-9-2025,16,1,0,1,1,0.0
2-9-2025,3-9-2025,17,2,0,0,1,0.0
2-9-2025,3-9-2025,18,1,0,0,1,0.0
2-9-2025,3-9-2025,19,2,1,0,1,0.0
2-9-2025,3-9-2025,20,3,0,0,1,0.0
2-9-2025,3-9-2025,21,1,0,1,1,1.0
2-9-2025,3-9-2025,22,2,0,0,1,0.0
2-9-2025,3-9-2025,23,1,0,0,1,0.0
2-9-2025,3-9-2025,24,2,1,0,1,0.0
2-9-2025,3-9-2025,25,2,1,0,1,0.0
2-9-2025,3-9-2025,26,3,1,0,1,0.0
2-9-2025,3-9-2025,27,4,0,0,1,0.0
2-9-2025,3-9-2025,28,4,1,0,1,0.0
2-9-2025,3-9-2025,29,2,1,0,1,0.0
2-9-2025,3-9-2025,30,2,0,0,1,0.0
2-9-2025,3-9-2025,31,1,0,0,1,0.0
2-9-2025,3-9-2025,32,2,1,0,1,0.0
2-9-2025,3-9-2025,33,1,1,1,1,1.0
2-9-2025,3-9-2025,34,3,0,0,1,0.0
2-9-2025,3-9-2025,35,1,1,0,1,0.0
2-9-2025,3-9-2025,36,3,1,0,1,0.0
2-9-2025,3-9-2025,37,1,0,0,1,0.0
2-9-2025,3-9-2025,38,0,0,0,1,0.0
2-9-2025,3-9-2025,39,2,0,1,1,0.0
2-9-2025,3-9-2025,40,1,0,1,1,0.0
2-9-2025,3-9-2025,41,0,0,0,1,0.0
2-9-2025,3-9-2025,42,4,0,1,1,0.0
2-9-2025,3-9-2025,43,2,0,1,1,0.0
2-9-2025,3-9-2025,44,2,0,1,1,0.0
2-9-2025,3-9-2025,45,3,1,0,1,1.0
2-9-2025,3-9-2025,46,2,1,0,1,0.0
2-9-2025,3-9-2025,47,1,0,0,1,0.0
2-9-2025,3-9-2025,48,1,0,0,1,0.0
2-9-2025,3-9-2025,49,2,0,0,1,1.0
2-9-2025,3-9-2025,50,1,0,0,1,1.0
2-9-2025,3-9-2025,51,3,1,0,1,1.0
2-9-2025,3-9-2025,52,1,0,0,1,0.0
2-9-2025,3-9-2025,53,1,0,0,1,0.0
2-9-2025,3-9-2025,54,1,0,0,1,1.0
2-9-2025,3-9-2025,55,1,0,1,1,1.0
2-9-2025,3-9-2025,56,1,0,0,1,0.0
2-9-2025,3-9-2025,57,2,0,0,1,0.0
2-9-2025,3-9-2025,58,2,0,1,1,0.0
2-9-2025,3-9-2025,59,1,0,0,1,0.0
2-9-2025,3-9-2025,60,3,0,0,1,0.0
2-9-2025,3-9-2025,61,4,0,0,1,1.0
2-9-2025,3-9-2025,62,5,0,0,1,0.0
2-9-2025,3-9-2025,63,2,0,0,1,1.0
2-9-2025,3-9-2025,64,0,0,0,1,0.0
2-9-2025,3-9-2025,65,0,0,0,1,0.0
2-9-2025,3-9-2025,66,3,0,0,1,0.0
2-9-2025,3-9-2025,67,2,1,0,1,0.0
2-9-2025,3-9-2025,68,0,0,0,1,0.0
2-9-2025,3-9-2025,69,2,1,0,1,0.0
2-9-2025,3-9-2025,70,1,1,0,1,1.0
2-9-2025,3-9-2025,71,0,0,0,1,0.0
2-9-2025,3-9-2025,72,1,0,0,1,1.0
2-9-2025,3-9-2025,73,1,0,0,1,0.0
2-9-2025,3-9-2025,74,2,0,0,1,0.0
2-9-2025,3-9-2025,75,1,0,1,1,0.0
2-9-2025,3-9-2025,76,2,0,1,1,0.0
2-9-2025,3-9-2025,77,1,0,0,1,0.0
2-9-2025,3-9-2025,78,1,1,0,1,0.0
2-9-2025,3-9-2025,79,1,1,0,1,1.0
2-9-2025,3-9-2025,80,0,0,1,1,1.0
2-9-2025,3-9-2025,81,2,0,0,1,1.0
2-9-2025,3-9-2025,82,1,0,1,1,0.0
2-9-2025,3-9-2025,83,1,0,0,1,0.0
2-9-2025,3-9-2025,84,1,0,0,1,1.0
2-9-2025,3-9-2025,85,1,0,0,1,0.0
2-9-2025,3-9-2025,86,2,0,0,1,0.0
2-9-2025,3-9-2025,87,3,0,1,1,0.0
2-9-2025,3-9-2025,88,1,0,0,1,1.0
2-9-2025,3-9-2025,89,2,0,0,1,0.0
2-9-2025,3-9-2025,90,0,0,0,1,1.0
2-9-2025,3-9-2025,91,0,0,0,1,0.0
2-9-2025,3-9-2025,92,2,0,0,1,0.0
2-9-2025,3-9-2025,93,2,0,0,1,0.0
2-9-2025,3-9-2025,94,3,1,0,1,1.0
2-9-2025,3-9-2025,95,3,0,1,1,0.0
2-9-2025,3-9-2025,96,4,1,0,1,0.0
2-9-2025,3-9-2025,97,1,0,0,1,0.0
2-9-2025,3-9-2025,98,2,0,0,1,0.0
2-9-2025,3-9-2025,99,1,1,1,1,1.0
3-9-2025,4-9-2025,00,1,0,0,1,1.0
3-9-2025,4-9-2025,01,1,0,0,1,1.0
3-9-2025,4-9-2025,02,4,1,1,1,0.0
3-9-2025,4-9-2025,03,3,0,1,1,1.0
3-9-2025,4-9-2025,04,1,0,0,1,0.0
3-9-2025,4-9-2025,05,3,1,0,1,0.0
3-9-2025,4-9-2025,06,2,0,0,1,0.0
3-9-2025,4-9-2025,07,2,0,0,1,0.0
3-9-2025,4-9-2025,08,3,1,0,1,0.0
3-9-2025,4-9-2025,09,2,0,0,1,0.0
3-9-2025,4-9-2025,10,2,0,0,1,0.0
3-9-2025,4-9-2025,11,0,0,1,1,0.0
3-9-2025,4-9-2025,12,2,0,0,1,0.0
3-9-2025,4-9-2025,13,0,0,0,1,1.0
3-9-2025,4-9-2025,14,1,1,1,1,0.0
3-9-2025,4-9-2025,15,1,1,0,1,0.0
3-9-2025,4-9-2025,16,1,0,1,1,1.0
3-9-2025,4-9-2025,17,2,0,0,1,0.0
3-9-2025,4-9-2025,18,1,0,0,1,0.0
3-9-2025,4-9-2025,19,2,0,0,1,1.0
3-9-2025,4-9-2025,20,3,0,0,1,0.0
3-9-2025,4-9-2025,21,1,0,1,1,0.0
3-9-2025,4-9-2025,22,2,0,0,1,0.0
3-9-2025,4-9-2025,23,2,1,0,1,0.0
3-9-2025,4-9-2025,24,2,0,0,1,0.0
3-9-2025,4-9-2025,25,3,1,0,1,0.0
3-9-2025,4-9-2025,26,3,1,0,1,0.0
3-9-2025,4-9-2025,27,3,0,0,1,0.0
3-9-2025,4-9-2025,28,3,0,0,1,0.0
3-9-2025,4-9-2025,29,3,1,0,1,0.0
3-9-2025,4-9-2025,30,3,1,0,1,1.0
3-9-2025,4-9-2025,31,1,0,0,1,0.0
3-9-2025,4-9-2025,32,2,0,0,1,0.0
3-9-2025,4-9-2025,33,1,0,1,1,1.0
3-9-2025,4-9-2025,34,3,0,0,1,0.0
3-9-2025,4-9-2025,35,1,0,0,1,0.0
3-9-2025,4-9-2025,36,3,0,0,1,0.0
3-9-2025,4-9-2025,37,1,0,0,1,1.0
3-9-2025,4-9-2025,38,0,0,0,1,0.0
3-9-2025,4-9-2025,39,2,0,1,1,0.0
3-9-2025,4-9-2025,40,1,0,1,1,1.0
3-9-2025,4-9-2025,41,0,0,0,1,0.0
3-9-2025,4-9-2025,42,3,0,1,1,0.0
3-9-2025,4-9-2025,43,2,0,1,1,1.0
3-9-2025,4-9-2025,44,2,1,1,1,0.0
3-9-2025,4-9-2025,45,3,0,0,1,1.0
3-9-2025,4-9-2025,46,2,0,0,1,0.0
3-9-2025,4-9-2025,47,1,0,0,1,0.0
3-9-2025,4-9-2025,48,1,0,0,1,0.0
3-9-2025,4-9-2025,49,1,0,0,1,0.0
3-9-2025,4-9-2025,50,1,0,0,1,0.0
3-9-2025,4-9-2025,51,3,0,0,1,1.0
3-9-2025,4-9-2025,52,1,0,0,1,1.0
3-9-2025,4-9-2025,53,1,0,0,1,0.0
3-9-2025,4-9-2025,54,1,0,0,1,1.0
3-9-2025,4-9-2025,55,1,0,1,1,0.0
3-9-2025,4-9-2025,56,1,0,0,1,0.0
3-9-2025,4-9-2025,57,3,1,0,1,0.0
3-9-2025,4-9-2025,58,1,0,1,1,0.0
3-9-2025,4-9-2025,59,1,1,0,1,0.0
3-9-2025,4-9-2025,60,2,0,0,1,0.0
3-9-2025,4-9-2025,61,3,0,0,1,0.0
3-9-2025,4-9-2025,62,5,1,0,1,0.0
3-9-2025,4-9-2025,63,3,1,0,1,0.0
3-9-2025,4-9-2025,64,1,1,0,1,0.0
3-9-2025,4-9-2025,65,0,0,0,1,0.0
3-9-2025,4-9-2025,66,2,0,0,1,0.0
3-9-2025,4-9-2025,67,2,0,0,1,0.0
3-9-2025,4-9-2025,68,1,1,0,1,1.0
3-9-2025,4-9-2025,69,3,1,0,1,1.0
3-9-2025,4-9-2025,70,1,0,0,1,1.0
3-9-2025,4-9-2025,71,1,1,0,1,0.0
3-9-2025,4-9-2025,72,1,0,0,1,0.0
3-9-2025,4-9-2025,73,1,0,0,1,0.0
3-9-2025,4-9-2025,74,1,0,0,1,0.0
3-9-2025,4-9-2025,75,1,0,1,1,0.0
3-9-2025,4-9-2025,76,1,0,1,1,0.0
3-9-2025,4-9-2025,77,1,0,0,1,0.0
3-9-2025,4-9-2025,78,1,0,0,1,0.0
3-9-2025,4-9-2025,79,2,1,0,1,0.0
3-9-2025,4-9-2025,80,1,1,1,1,1.0
3-9-2025,4-9-2025,81,1,0,0,1,0.0
3-9-2025,4-9-2025,82,2,1,1,1,0.0
3-9-2025,4-9-2025,83,1,0,0,1,1.0
3-9-2025,4-9-2025,84,1,0,0,1,0.0
3-9-2025,4-9-2025,85,1,0,0,1,0.0
3-9-2025,4-9-2025,86,2,1,0,1,0.0
3-9-2025,4-9-2025,87,3,0,1,1,0.0
3-9-2025,4-9-2025,88,1,0,0,1,1.0
3-9-2025,4-9-2025,89,2,0,0,1,0.0
3-9-2025,4-9-2025,90,0,0,0,1,0.0
3-9-2025,4-9-2025,91,1,1,0,1,0.0
3-9-2025,4-9-2025,92,2,0,0,1,1.0
3-9-2025,4-9-2025,93,2,0,0,1,0.0
3-9-2025,4-9-2025,94,2,0,0,1,0.0
3-9-2025,4-9-2025,95,2,0,1,1,0.0
3-9-2025,4-9-2025,96,4,1,0,1,0.0
3-9-2025,4-9-2025,97,1,0,0,1,0.0
3-9-2025,4-9-2025,98,1,0,0,1,0.0
3-9-2025,4-9-2025,99,1,0,1,1,0.0
4-9-2025,5-9-2025,00,0,0,0,1,0.0
4-9-2025,5-9-2025,01,1,0,0,1,0.0
4-9-2025,5-9-2025,02,4,0,1,1,0.0
4-9-2025,5-9-2025,03,3,0,1,1,0.0
4-9-2025,5-9-2025,04,1,0,0,1,0.0
4-9-2025,5-9-2025,05,3,0,0,1,0.0
4-9-2025,5-9-2025,06,1,0,0,1,1.0
4-9-2025,5-9-2025,07,2,0,0,1,0.0
4-9-2025,5-9-2025,08,4,1,0,1,0.0
4-9-2025,5-9-2025,09,2,0,0,1,0.0
4-9-2025,5-9-2025,10,2,0,0,1,0.0
4-9-2025,5-9-2025,11,0,0,1,1,1.0
4-9-2025,5-9-2025,12,1,0,0,1,1.0
4-9-2025,5-9-2025,13,0,0,0,1,0.0
4-9-2025,5-9-2025,14,2,1,1,1,0.0
4-9-2025,5-9-2025,15,1,0,0,1,0.0
4-9-2025,5-9-2025,16,1,0,1,1,0.0
4-9-2025,5-9-2025,17,2,0,0,1,1.0
4-9-2025,5-9-2025,18,1,0,0,1,1.0
4-9-2025,5-9-2025,19,2,0,0,1,0.0
4-9-2025,5-9-2025,20,2,0,0,1,0.0
4-9-2025,5-9-2025,21,1,1,1,1,0.0
4-9-2025,5-9-2025,22,1,0,0,1,0.0
4-9-2025,5-9-2025,23,2,0,0,1,0.0
4-9-2025,5-9-2025,24,1,0,0,1,0.0
4-9-2025,5-9-2025,25,2,0,0,1,1.0
4-9-2025,5-9-2025,26,3,0,0,1,0.0
4-9-2025,5-9-2025,27,2,0,0,1,1.0
4-9-2025,5-9-2025,28,2,0,0,1,0.0
4-9-2025,5-9-2025,29,2,0,0,1,0.0
4-9-2025,5-9-2025,30,3,0,0,1,0.0
4-9-2025,5-9-2025,31,1,0,0,1,0.0
4-9-2025,5-9-2025,32,2,0,0,1,1.0
4-9-2025,5-9-2025,33,2,1,1,1,0.0
4-9-2025,5-9-2025,34,3,0,0,1,0.0
4-9-2025,5-9-2025,35,1,0,0,1,0.0
4-9-2025,5-9-2025,36,3,0,0,1,0.0
4-9-2025,5-9-2025,37,1,0,0,1,1.0
4-9-2025,5-9-2025,38,0,0,0,1,1.0
4-9-2025,5-9-2025,39,2,0,1,1,0.0
4-9-2025,5-9-2025,40,1,0,1,1,0.0
4-9-2025,5-9-2025,41,0,0,0,1,0.0
4-9-2025,5-9-2025,42,3,0,1,1,0.0
4-9-2025,5-9-2025,43,1,0,1,1,0.0
4-9-2025,5-9-2025,44,2,0,1,1,0.0
4-9-2025,5-9-2025,45,4,1,0,1,1.0
4-9-2025,5-9-2025,46,2,0,0,1,0.0
4-9-2025,5-9-2025,47,0,0,0,1,1.0
4-9-2025,5-9-2025,48,1,0,0,1,0.0
4-9-2025,5-9-2025,49,2,1,0,1,0.0
4-9-2025,5-9-2025,50,1,1,0,1,0.0
4-9-2025,5-9-2025,51,4,1,0,1,0.0
4-9-2025,5-9-2025,52,0,0,0,1,0.0
4-9-2025,5-9-2025,53,0,0,0,1,0.0
4-9-2025,5-9-2025,54,2,1,0,1,0.0
4-9-2025,5-9-2025,55,2,1,1,1,0.0
4-9-2025,5-9-2025,56,1,0,0,1,0.0
4-9-2025,5-9-2025,57,3,0,0,1,0.0
4-9-2025,5-9-2025,58,1,0,1,1,1.0
4-9-2025,5-9-2025,59,1,0,0,1,0.0
4-9-2025,5-9-2025,60,1,0,0,1,0.0
4-9-2025,5-9-2025,61,4,1,0,1,0.0
4-9-2025,5-9-2025,62,4,0,0,1,0.0
4-9-2025,5-9-2025,63,3,1,0,1,0.0
4-9-2025,5-9-2025,64,1,0,0,1,0.0
4-9-2025,5-9-2025,65,0,0,0,1,1.0
4-9-2025,5-9-2025,66,2,0,0,1,1.0
4-9-2025,5-9-2025,67,2,0,0,1,0.0
4-9-2025,5-9-2025,68,1,0,0,1,0.0
4-9-2025,5-9-2025,69,3,0,0,1,0.0
4-9-2025,5-9-2025,70,2,1,0,1,1.0
4-9-2025,5-9-2025,71,1,0,0,1,0.0
4-9-2025,5-9-2025,72,1,1,0,1,0.0
4-9-2025,5-9-2025,73,1,0,0,1,0.0
4-9-2025,5-9-2025,74,1,0,0,1,0.0
4-9-2025,5-9-2025,75,1,0,1,1,1.0
4-9-2025,5-9-2025,76,1,0,1,1,0.0
4-9-2025,5-9-2025,77,1,0,0,1,0.0
4-9-2025,5-9-2025,78,1,0,0,1,1.0
4-9-2025,5-9-2025,79,3,1,0,1,0.0
4-9-2025,5-9-2025,80,2,1,1,1,0.0
4-9-2025,5-9-2025,81,2,1,0,1,0.0
4-9-2025,5-9-2025,82,2,0,1,1,0.0
4-9-2025,5-9-2025,83,1,0,0,1,0.0
4-9-2025,5-9-2025,84,2,1,0,1,0.0
4-9-2025,5-9-2025,85,0,0,0,1,0.0
4-9-2025,5-9-2025,86,2,0,0,1,0.0
4-9-2025,5-9-2025,87,2,0,1,1,0.0
4-9-2025,5-9-2025,88,2,1,0,1,0.0
4-9-2025,5-9-2025,89,1,0,0,1,0.0
4-9-2025,5-9-2025,90,1,1,0,1,0.0
4-9-2025,5-9-2025,91,1,0,0,1,1.0
4-9-2025,5-9-2025,92,2,0,0,1,0.0
4-9-2025,5-9-2025,93,2,0,0,1,0.0
4-9-2025,5-9-2025,94,2,1,0,1,1.0
4-9-2025,5-9-2025,95,2,0,1,1,1.0
4-9-2025,5-9-2025,96,3,0,0,1,0.0
4-9-2025,5-9-2025,97,1,0,0,1,1.0
4-9-2025,5-9-2025,98,1,0,0,1,1.0
4-9-2025,5-9-2025,99,2,1,1,1,0.0
5-9-2025,6-9-2025,00,1,1,0,1,0.0
5-9-2025,6-9-2025,01,2,1,0,1,0.0
5-9-2025,6-9-2025,02,3,0,1,1,0.0
5-9-2025,6-9-2025,03,3,1,1,1,1.0
5-9-2025,6-9-2025,04,1,0,0,1,0.0
5-9-2025,6-9-2025,05,2,0,0,1,1.0
5-9-2025,6-9-2025,06,0,0,0,1,0.0
5-9-2025,6-9-2025,07,2,0,0,1,0.0
5-9-2025,6-9-2025,08,4,0,0,1,1.0
5-9-2025,6-9-2025,09,1,0,0,1,1.0
5-9-2025,6-9-2025,10,1,0,0,1,0.0
5-9-2025,6-9-2025,11,0,0,1,1,1.0
5-9-2025,6-9-2025,12,1,0,0,1,0.0
5-9-2025,6-9-2025,13,1,1,0,1,1.0
5-9-2025,6-9-2025,14,2,0,1,1,0.0
5-9-2025,6-9-2025,15,1,0,0,1,1.0
5-9-2025,6-9-2025,16,2,1,1,1,0.0
5-9-2025,6-9-2025,17,1,0,0,1,0.0
5-9-2025,6-9-2025,18,1,0,0,1,0.0
5-9-2025,6-9-2025,19,2,1,0,1,0.0
5-9-2025,6-9-2025,20,2,0,0,1,0.0
5-9-2025,6-9-2025,21,1,0,1,1,0.0
5-9-2025,6-9-2025,22,1,0,0,1,0.0
5-9-2025,6-9-2025,23,2,0,0,1,1.0
5-9-2025,6-9-2025,24,1,0,0,1,0.0
5-9-2025,6-9-2025,25,2,0,0,1,0.0
5-9-2025,6-9-2025,26,3,0,0,1,0.0
5-9-2025,6-9-2025,27,2,0,0,1,0.0
5-9-2025,6-9-2025,28,2,0,0,1,0.0
5-9-2025,6-9-2025,29,2,0,0,1,0.0
5-9-2025,6-9-2025,30,3,1,0,1,0.0
5-9-2025,6-9-2025,31,1,0,0,1,1.0
5-9-2025,6-9-2025,32,2,0,0,1,0.0
5-9-2025,6-9-2025,33,3,1,1,1,0.0
5-9-2025,6-9-2025,34,2,0,0,1,0.0
5-9-2025,6-9-2025,35,1,0,0,1,1.0
5-9-2025,6-9-2025,36,3,0,0,1,0.0
5-9-2025,6-9-2025,37,2,1,0,1,0.0
5-9-2025,6-9-2025,38,0,0,0,1,0.0
5-9-2025,6-9-2025,39,2,0,1,1,0.0
5-9-2025,6-9-2025,40,2,1,1,1,0.0
5-9-2025,6-9-2025,41,0,0,0,1,0.0
5-9-2025,6-9-2025,42,2,0,1,1,0.0
5-9-2025,6-9-2025,43,2,1,1,1,0.0
5-9-2025,6-9-2025,44,2,0,1,1,0.0
5-9-2025,6-9-2025,45,4,1,0,1,0.0
5-9-2025,6-9-2025,46,2,0,0,1,0.0
5-9-2025,6-9-2025,47,0,0,0,1,0.0
5-9-2025,6-9-2025,48,1,0,0,1,0.0
5-9-2025,6-9-2025,49,2,0,0,1,0.0
5-9-2025,6-9-2025,50,1,0,0,1,0.0
5-9-2025,6-9-2025,51,5,1,0,1,0.0
5-9-2025,6-9-2025,52,1,1,0,1,0.0
5-9-2025,6-9-2025,53,0,0,0,1,1.0
5-9-2025,6-9-2025,54,3,1,0,1,0.0
5-9-2025,6-9-2025,55,2,0,1,1,1.0
5-9-2025,6-9-2025,56,0,0,0,1,0.0
5-9-2025,6-9-2025,57,3,0,0,1,0.0
5-9-2025,6-9-2025,58,0,0,1,1,0.0
5-9-2025,6-9-2025,59,1,0,0,1,0.0
5-9-2025,6-9-2025,60,1,0,0,1,0.0
5-9-2025,6-9-2025,61,3,0,0,1,0.0
5-9-2025,6-9-2025,62,3,0,0,1,1.0
5-9-2025,6-9-2025,63,3,0,0,1,0.0
5-9-2025,6-9-2025,64,1,0,0,1,1.0
5-9-2025,6-9-2025,65,0,0,0,1,0.0
5-9-2025,6-9-2025,66,2,0,0,1,0.0
5-9-2025,6-9-2025,67,2,0,0,1,1.0
5-9-2025,6-9-2025,68,2,1,0,1,0.0
5-9-2025,6-9-2025,69,4,1,0,1,1.0
5-9-2025,6-9-2025,70,3,1,0,1,0.0
5-9-2025,6-9-2025,71,1,0,0,1,0.0
5-9-2025,6-9-2025,72,1,0,0,1,0.0
5-9-2025,6-9-2025,73,1,0,0,1,1.0
5-9-2025,6-9-2025,74,1,0,0,1,0.0
5-9-2025,6-9-2025,75,1,0,1,1,0.0
5-9-2025,6-9-2025,76,0,0,1,1,0.0
5-9-2025,6-9-2025,77,1,0,0,1,0.0
5-9-2025,6-9-2025,78,1,0,0,1,0.0
5-9-2025,6-9-2025,79,3,0,0,1,0.0
5-9-2025,6-9-2025,80,3,1,1,1,1.0
5-9-2025,6-9-2025,81,2,0,0,1,0.0
5-9-2025,6-9-2025,82,2,0,1,1,0.0
5-9-2025,6-9-2025,83,2,1,0,1,0.0
5-9-2025,6-9-2025,84,1,0,0,1,1.0
5-9-2025,6-9-2025,85,0,0,0,1,0.0
5-9-2025,6-9-2025,86,2,0,0,1,0.0
5-9-2025,6-9-2025,87,2,0,1,1,0.0
5-9-2025,6-9-2025,88,3,1,0,1,0.0
5-9-2025,6-9-2025,89,0,0,0,1,0.0
5-9-2025,6-9-2025,90,1,0,0,1,0.0
5-9-2025,6-9-2025,91,1,0,0,1,0.0
5-9-2025,6-9-2025,92,2,1,0,1,0.0
5-9-2025,6-9-2025,93,2,0,0,1,1.0
5-9-2025,6-9-2025,94,2,0,0,1,0.0
5-9-2025,6-9-2025,95,2,0,1,1,0.0
5-9-2025,6-9-2025,96,2,0,0,1,1.0
5-9-2025,6-9-2025,97,0,0,0,1,0.0
5-9-2025,6-9-2025,98,0,0,0,1,0.0
5-9-2025,6-9-2025,99,2,0,1,1,0.0
6-9-2025,7-9-2025,00,1,0,0,1,1.0
6-9-2025,7-9-2025,01,2,0,0,1,1.0
6-9-2025,7-9-2025,02,3,0,1,1,0.0
6-9-2025,7-9-2025,03,2,0,1,1,0.0
6-9-2025,7-9-2025,04,1,0,0,1,0.0
6-9-2025,7-9-2025,05,2,0,0,1,0.0
6-9-2025,7-9-2025,06,1,1,0,1,0.0
6-9-2025,7-9-2025,07,1,0,0,1,0.0
6-9-2025,7-9-2025,08,3,0,0,1,0.0
6-9-2025,7-9-2025,09,1,0,0,1,1.0
6-9-2025,7-9-2025,10,1,0,0,1,0.0
6-9-2025,7-9-2025,11,1,1,1,1,0.0
6-9-2025,7-9-2025,12,1,1,0,1,0.0
6-9-2025,7-9-2025,13,1,0,0,1,0.0
6-9-2025,7-9-2025,14,2,0,1,1,0.0
6-9-2025,7-9-2025,15,1,0,0,1,0.0
6-9-2025,7-9-2025,16,2,0,1,1,0.0
6-9-2025,7-9-2025,17,2,1,0,1,0.0
6-9-2025,7-9-2025,18,2,1,0,1,0.0
6-9-2025,7-9-2025,19,2,0,0,1,1.0
6-9-2025,7-9-2025,20,1,0,0,1,0.0
6-9-2025,7-9-2025,21,1,0,1,1,0.0
6-9-2025,7-9-2025,22,0,0,0,1,0.0
6-9-2025,7-9-2025,23,2,0,0,1,0.0
6-9-2025,7-9-2025,24,1,0,0,1,1.0
6-9-2025,7-9-2025,25,3,1,0,1,0.0
6-9-2025,7-9-2025,26,3,0,0,1,0.0
6-9-2025,7-9-2025,27,2,1,0,1,0.0
6-9-2025,7-9-2025,28,2,0,0,1,0.0
6-9-2025,7-9-2025,29,2,0,0,1,0.0
6-9-2025,7-9-2025,30,3,0,0,1,0.0
6-9-2025,7-9-2025,31,1,0,0,1,0.0
6-9-2025,7-9-2025,32,3,1,0,1,1.0
6-9-2025,7-9-2025,33,3,0,1,1,0.0
6-9-2025,7-9-2025,34,2,0,0,1,0.0
6-9-2025,7-9-2025,35,1,0,0,1,0.0
6-9-2025,7-9-2025,36,2,0,0,1,1.0
6-9-2025,7-9-2025,37,3,1,0,1,1.0
6-9-2025,7-9-2025,38,1,1,0,1,0.0
6-9-2025,7-9-2025,39,2,0,1,1,0.0
6-9-2025,7-9-2025,40,1,0,1,1,1.0
6-9-2025,7-9-2025,41,0,0,0,1,0.0
6-9-2025,7-9-2025,42,2,0,1,1,0.0
6-9-2025,7-9-2025,43,2,0,1,1,0.0
6-9-2025,7-9-2025,44,1,0,1,1,0.0
6-9-2025,7-9-2025,45,5,1,0,1,0.0
6-9-2025,7-9-2025,46,2,0,0,1,1.0
6-9-2025,7-9-2025,47,1,1,0,1,0.0
6-9-2025,7-9-2025,48,0,0,0,1,1.0
6-9-2025,7-9-2025,49,2,0,0,1,0.0
6-9-2025,7-9-2025,50,1,0,0,1,0.0
6-9-2025,7-9-2025,51,4,0,0,1,0.0
6-9-2025,7-9-2025,52,1,0,0,1,0.0
6-9-2025,7-9-2025,53,0,0,0,1,1.0
6-9-2025,7-9-2025,54,3,0,0,1,1.0
6-9-2025,7-9-2025,55,2,0,1,1,1.0
